"run","column","lag","mumax","od0","odmax","residual","well","plate","row","strain","temperature"
2,2,54.3072299063907,0.0638396903265137,-0.438499999975365,0.713909090909091,0.0163227559377559,"C2","Plate 02","C","AF16",29
2,2,39.1483539074463,0.0726861224790793,-0.246500000137704,0.780076923076923,0.0872132637427971,"A2","Plate 02","A","AF16",29
2,2,42.998541518852,0.0566386367745573,-0.281333332853394,0.628076923076923,0.0480144948316524,"D2","Plate 02","D","AF16",29
2,2,59.2409301969711,0.0598091291513774,-0.358250000001189,0.715272727272727,0.0532365786650287,"G2","Plate 02","G","AF16",29
2,2,43.9034910764737,0.061545711186686,-0.268666666634717,0.705230769230769,0.0501106152591701,"F2","Plate 02","F","AF16",29
2,2,58.5757575754538,0.151970616130807,-0.213,0.761076923076923,0.0484469230769231,"H2","Plate 02","H","AF16",29
2,2,42.0086927786456,0.0557239109394115,-0.287000000273306,0.719692307692308,0.0457957291133524,"E2","Plate 02","E","AF16",29
2,3,26.3157531700975,0.0015350586038189,0.129249999997378,0.724230769230769,4.16629313430776,"B3","Plate 02","B","PB1106",29
2,3,30.5573901559861,-0.0069980330754791,-0.31399999988217,-0.217999996335883,0.28708900630961,"C3","Plate 02","C","PB1106",29
2,3,59.3563339949188,0.0353495668667326,-0.511749999540345,0.750285714285714,0.0954565407758342,"D3","Plate 02","D","PB1106",29
2,3,-121.386385023714,-0.0140229515724888,-0.429499999845496,-0.254272727272727,0.506497867768595,"H3","Plate 02","H","PB1106",29
2,3,33.7145331214449,0.0274489610693115,-0.103999998821829,0.669363636363636,0.300419027992845,"A3","Plate 02","A","PB1106",29
2,3,53.9697225035821,0.0406249898763971,-0.498749999928166,0.743111111111111,0.0660669080991185,"E3","Plate 02","E","PB1106",29
2,3,75.3459833158013,0.0390155827571367,-0.405999999894786,0.737,0.13744704723257,"G3","Plate 02","G","PB1106",29
2,3,42.4624452702952,0.00890740806648158,-0.373500000182243,0.65381818274733,3.16188979499507,"F3","Plate 02","F","PB1106",29
2,4,39.2352431061237,0.0774387271889209,-0.0865000000545173,0.746383951589902,0.023177531797642,"C4","Plate 02","C","PB1127",29
2,4,35.0761678085826,-0.000171026266614097,0.861999999999028,0.86890909116348,0.002432867799353,"B4","Plate 02","B","PB1127",29
2,4,40.7953410981719,0.0728344021520634,-0.203,0.593785714285714,0.0867303571428572,"D4","Plate 02","D","PB1127",29
2,4,58.5845850560868,0.0678100938795005,-0.315749999865243,0.726272727272727,0.0680715192055692,"H4","Plate 02","H","PB1127",29
2,4,89.3377032526279,0.0374170073383908,-0.380333333371096,-0.163818181818182,0.0781607486527843,"A4","Plate 02","A","PB1127",29
2,4,56.7478813565189,0.0905683469910991,-0.31925,0.750615384615385,0.0896558269230769,"E4","Plate 02","E","PB1127",29
2,4,38.9230649931684,0.0771557489326799,-0.107999999945744,0.743714285714286,0.0341300016335016,"F4","Plate 02","F","PB1127",29
2,4,56.5351991061969,0.0625577104453175,-0.376000000044683,0.743545454545455,0.0585717254709255,"G4","Plate 02","G","PB1127",29
2,5,76.0414337662305,0.188044451950926,-0.233500000030489,0.749538461538462,1.12003559258211,"D5","Plate 02","D","PB1114",29
2,5,53.9199754454857,0.0721181459570875,-0.365250000009586,0.723583333333333,0.075302282051282,"A5","Plate 02","A","PB1114",29
2,5,51.5621927822645,0.0353619576767476,-0.397249999749657,0.756222222222222,0.0756341461774032,"C5","Plate 02","C","PB1114",29
2,5,54.8999963565686,0.0568572565902476,-0.435999999989957,0.733545454545455,0.0651110984438984,"B5","Plate 02","B","PB1114",29
2,5,70.384008234556,0.137003816266768,-0.306750000036011,0.747692307700227,0.986620958476739,"E5","Plate 02","E","PB1114",29
2,5,54.6600944719483,0.0326602832456389,-0.413000000555877,0.739,0.126270050436124,"H5","Plate 02","H","PB1114",29
2,5,44.999950791833,0.0357795954775016,-0.455034004197736,0.753333333216078,0.057132056860176,"F5","Plate 02","F","PB1114",29
2,5,56.6665537863141,0.0612466891115503,-0.364999999999127,0.738727272727273,0.0452757313677314,"G5","Plate 02","G","PB1114",29
2,6,24.4448407259973,0.00690775498479175,0.0562499999988181,0.800538461538462,2.45654926492431,"E6","Plate 02","E","PB1165",29
2,6,58.853812223534,0.0702731258134928,-0.286249999993232,0.714333333333333,0.0863353012820513,"B6","Plate 02","B","PB1165",29
2,6,66.3259386831173,0.0259990918821678,-0.378199999966089,0.7846,0.11562254368932,"D6","Plate 02","D","PB1165",29
2,6,51.2319944783699,0.0639410168406156,-0.269249999850986,0.754083333333333,0.100899051282051,"F6","Plate 02","F","PB1165",29
2,6,35.8090195803363,-0.000161998396840758,-0.399500000081541,-0.145636360199258,0.500189031585528,"A6","Plate 02","A","PB1165",29
2,6,55.106267044713,0.0704207274654046,-0.285499999911753,0.740916666666667,0.0756024166666667,"C6","Plate 02","C","PB1165",29
2,6,54.5458903524991,0.0623129311652217,-0.399999999749473,0.732727272727273,0.0523207872235872,"G6","Plate 02","G","PB1165",29
2,6,57.6314779286905,0.0769004380497311,-0.301999999997275,0.729,0.0445293846153846,"H6","Plate 02","H","PB1165",29
2,7,60.9219269110365,0.0655614431190999,-0.198749999945412,0.776181818181818,0.088786980958231,"E7","Plate 02","E","PB1174",29
2,7,52.5036899980182,0.104000093366898,-0.01725,0.758384615384615,0.0424414363905326,"B7","Plate 02","B","PB1174",29
2,7,61.3973945321187,0.0520695391341984,-0.0729999999976425,0.649181818181818,0.0687834850122851,"F7","Plate 02","F","PB1174",29
2,7,56.3619296541119,0.0646943435160453,-0.293749999962628,0.743818181818182,0.0711159791564291,"C7","Plate 02","C","PB1174",29
2,7,51.842105221362,0.0386825829821655,-0.353000000046369,0.7486,0.0781693117647059,"D7","Plate 02","D","PB1174",29
2,7,63.3284251927526,0.0309372836753983,-0.162499999664502,0.599,0.145739045496324,"G7","Plate 02","G","PB1174",29
2,7,80.3135311552589,0.0406886024759968,-0.35916666672223,0.731857142857143,0.108365572860437,"A7","Plate 02","A","PB1174",29
2,7,47.0283018860428,0.0610185049616455,0.07825,0.853,0.01807075,"H7","Plate 02","H","PB1174",29
2,8,52.574585637246,0.0416767901899478,-0.340000000018152,0.723727272727273,0.113691381818182,"F8","Plate 02","F","PB1229",29
2,8,38.3040432623987,0.0303620520756701,-0.0295000000669239,0.62580067293618,0.0988592838513676,"E8","Plate 02","E","PB1229",29
2,8,38.0390463084826,0.00543834030493834,-0.226499999465837,-0.0400081919761566,0.0483206912899543,"C8","Plate 02","C","PB1229",29
2,8,43.745786518774,0.0862863466464843,0.02,0.782928571428571,0.0573449285714286,"B8","Plate 02","B","PB1229",29
2,8,45.1814129378473,0.0827083161388539,-0.147666666758928,0.73653846154062,0.0714793308083451,"G8","Plate 02","G","PB1229",29
2,8,53.9557941879505,0.0577658442645203,-0.31849999992074,0.773363636363636,0.0695760571662572,"D8","Plate 02","D","PB1229",29
2,8,60.9644035395464,0.0391206667340234,-0.263750000082993,0.7188,0.0383973720588235,"A8","Plate 02","A","PB1229",29
2,8,89.700259465972,0.0132169765999416,-0.487999999829936,0.629999998445641,0.193710670123107,"H8","Plate 02","H","PB1229",29
2,9,40.7524299599426,0.0706530057481553,-0.167333333333333,0.729928571428571,0.0174295952380953,"G9","Plate 02","G","PB1142",29
2,9,51.7777777788266,0.103616329184732,-0.179,0.768384615384615,0.0847770769230769,"D9","Plate 02","D","PB1142",29
2,9,16.1584842486742,0.0353743474402863,-0.179999999414829,0.747636364271196,0.14051291312511,"F9","Plate 02","F","PB1142",29
2,9,37.9155956386754,0.0676711780036724,-0.190499999833849,0.770230769230769,0.0842902543827557,"E9","Plate 02","E","PB1142",29
2,9,-10.9430575283783,0.014742362581821,-0.0494999993464549,0.829000000379587,0.425041874778603,"A9","Plate 02","A","PB1142",29
2,9,39.3314989877064,0.0686586520498356,-0.152999999857485,0.762076923076923,0.087530797036495,"C9","Plate 02","C","PB1142",29
2,9,53.8941850260544,0.0588611279690692,-0.285750000031923,0.756272727272727,0.0739437246109746,"B9","Plate 02","B","PB1142",29
2,9,35.0860753916739,0.0649582711676415,-0.179000000098472,0.768642857142857,0.029301602019602,"H9","Plate 02","H","PB1142",29
